transaction_id,product_id,product_name,department,date,day_of_week,is_weekend,month,peak_hour,festival_flag,discount_pct,current_price,inventory_level,inventory_ratio,units_sold,revenue,profit,store_id,aisle,base_price,cost_price,gross_margin_pct,shelf_life_days,is_perishable,created_date,avg_price_elasticity,profit_margin,inventory_risk,high_demand
12205,48383,Whole Wheat Flour,pantry,2024-05-24,4,0,5,18,0,0.0,10.02,48,0.48,48,480.96,222.24,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12206,48383,Whole Wheat Flour,pantry,2024-05-25,5,1,5,17,0,0.0,10.02,74,0.74,74,741.48,342.62,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12207,48383,Whole Wheat Flour,pantry,2024-05-26,6,1,5,20,0,0.0,10.02,44,0.44,44,440.88,203.72,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12208,48383,Whole Wheat Flour,pantry,2024-05-27,0,0,5,19,0,20.0,8.02,30,0.3,30,240.6,78.9,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,2.63,0,0
12209,48383,Whole Wheat Flour,pantry,2024-05-28,1,0,5,8,0,0.0,10.02,23,0.23,23,230.46,106.49,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12210,48383,Whole Wheat Flour,pantry,2024-05-29,2,0,5,8,0,0.0,10.02,60,0.6,60,601.2,277.8,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12211,48383,Whole Wheat Flour,pantry,2024-05-30,3,0,5,9,0,0.0,10.02,64,0.64,64,641.28,296.32,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12212,48383,Whole Wheat Flour,pantry,2024-05-31,4,0,5,17,0,0.0,10.02,71,0.71,69,691.38,319.47,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12213,48383,Whole Wheat Flour,pantry,2024-06-01,5,1,6,9,0,0.0,10.02,62,0.62,62,621.24,287.06,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12214,48383,Whole Wheat Flour,pantry,2024-06-02,6,1,6,20,0,0.0,10.02,32,0.32,32,320.64,148.16,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12215,48383,Whole Wheat Flour,pantry,2024-06-03,0,0,6,20,0,5.0,9.52,44,0.44,44,418.88,181.72,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.13,0,0
12216,48383,Whole Wheat Flour,pantry,2024-06-04,1,0,6,9,0,0.0,10.02,32,0.32,32,320.64,148.16,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12217,48383,Whole Wheat Flour,pantry,2024-06-05,2,0,6,10,0,0.0,10.02,35,0.35,35,350.7,162.05,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12218,48383,Whole Wheat Flour,pantry,2024-06-06,3,0,6,17,0,0.0,10.02,37,0.37,37,370.74,171.31,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12219,48383,Whole Wheat Flour,pantry,2024-06-07,4,0,6,17,0,0.0,10.02,42,0.42,42,420.84,194.46,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12220,48383,Whole Wheat Flour,pantry,2024-06-08,5,1,6,18,0,0.0,10.02,26,0.26,26,260.52,120.38,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12221,48383,Whole Wheat Flour,pantry,2024-06-09,6,1,6,19,0,0.0,10.02,50,0.5,50,501.0,231.5,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12222,48383,Whole Wheat Flour,pantry,2024-06-10,0,0,6,17,0,0.0,10.02,41,0.41,41,410.82,189.83,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12223,48383,Whole Wheat Flour,pantry,2024-06-11,1,0,6,18,0,0.0,10.02,47,0.47,47,470.94,217.61,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12224,48383,Whole Wheat Flour,pantry,2024-06-12,2,0,6,10,0,0.0,10.02,54,0.54,54,541.08,250.02,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12225,48383,Whole Wheat Flour,pantry,2024-06-13,3,0,6,19,0,0.0,10.02,45,0.45,45,450.9,208.35,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12226,48383,Whole Wheat Flour,pantry,2024-06-14,4,0,6,18,0,0.0,10.02,92,0.92,84,841.68,388.92,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12227,48383,Whole Wheat Flour,pantry,2024-06-15,5,1,6,18,0,0.0,10.02,58,0.58,58,581.16,268.54,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12228,48383,Whole Wheat Flour,pantry,2024-06-16,6,1,6,9,0,0.0,10.02,40,0.4,40,400.8,185.2,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12229,48383,Whole Wheat Flour,pantry,2024-06-17,0,0,6,18,0,5.0,9.52,75,0.75,75,714.0,309.75,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.13,0,0
12230,48383,Whole Wheat Flour,pantry,2024-06-18,1,0,6,19,0,0.0,10.02,70,0.7,70,701.4,324.1,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12231,48383,Whole Wheat Flour,pantry,2024-06-19,2,0,6,20,0,0.0,10.02,84,0.84,84,841.68,388.92,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12232,48383,Whole Wheat Flour,pantry,2024-06-20,3,0,6,9,0,0.0,10.02,56,0.56,56,561.12,259.28,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12233,48383,Whole Wheat Flour,pantry,2024-06-21,4,0,6,18,0,0.0,10.02,62,0.62,62,621.24,287.06,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12234,48383,Whole Wheat Flour,pantry,2024-06-22,5,1,6,9,0,15.0,8.52,41,0.41,41,349.32,128.33,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,3.13,0,0
12235,48383,Whole Wheat Flour,pantry,2024-06-23,6,1,6,9,0,0.0,10.02,57,0.57,57,571.14,263.91,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12236,48383,Whole Wheat Flour,pantry,2024-06-24,0,0,6,19,0,5.0,9.52,38,0.38,38,361.76,156.94,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.13,0,0
12237,48383,Whole Wheat Flour,pantry,2024-06-25,1,0,6,10,0,0.0,10.02,49,0.49,49,490.98,226.87,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12238,48383,Whole Wheat Flour,pantry,2024-06-26,2,0,6,20,0,0.0,10.02,52,0.52,52,521.04,240.76,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12239,48383,Whole Wheat Flour,pantry,2024-06-27,3,0,6,17,0,0.0,10.02,97,0.97,84,841.68,388.92,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12240,48383,Whole Wheat Flour,pantry,2024-06-28,4,0,6,17,0,0.0,10.02,64,0.64,64,641.28,296.32,1,baking ingredients,10.02,5.39,46.2,365,0,2024-01-01,0.0,4.63,0,0
12241,20636,Pure Sport Body Wash,personal care,2024-01-01,0,0,1,9,0,0.0,2.75,80,0.8,48,132.0,48.96,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12242,20636,Pure Sport Body Wash,personal care,2024-01-02,1,0,1,17,0,0.0,2.75,59,0.59,38,104.5,38.76,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12243,20636,Pure Sport Body Wash,personal care,2024-01-03,2,0,1,20,0,0.0,2.75,14,0.14,14,38.5,14.28,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,1,0
12244,20636,Pure Sport Body Wash,personal care,2024-01-04,3,0,1,18,0,0.0,2.75,42,0.42,42,115.5,42.84,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12245,20636,Pure Sport Body Wash,personal care,2024-01-05,4,0,1,10,0,0.0,2.75,70,0.7,36,99.0,36.72,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12246,20636,Pure Sport Body Wash,personal care,2024-01-06,5,1,1,8,0,0.0,2.75,50,0.5,47,129.25,47.94,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12247,20636,Pure Sport Body Wash,personal care,2024-01-07,6,1,1,10,0,0.0,2.75,46,0.46,46,126.5,46.92,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12248,20636,Pure Sport Body Wash,personal care,2024-01-08,0,0,1,17,0,20.0,2.2,45,0.45,45,99.0,21.15,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,0.4700000000000002,0,0
12249,20636,Pure Sport Body Wash,personal care,2024-01-09,1,0,1,17,0,0.0,2.75,39,0.39,39,107.25,39.78,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12250,20636,Pure Sport Body Wash,personal care,2024-01-10,2,0,1,20,0,0.0,2.75,33,0.33,33,90.75,33.66,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12251,20636,Pure Sport Body Wash,personal care,2024-01-11,3,0,1,8,0,0.0,2.75,81,0.81,47,129.25,47.94,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12252,20636,Pure Sport Body Wash,personal care,2024-01-12,4,0,1,18,0,0.0,2.75,52,0.52,38,104.5,38.76,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12253,20636,Pure Sport Body Wash,personal care,2024-01-13,5,1,1,19,0,0.0,2.75,60,0.6,60,165.0,61.2,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12254,20636,Pure Sport Body Wash,personal care,2024-01-14,6,1,1,18,0,0.0,2.75,58,0.58,49,134.75,49.98,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12255,20636,Pure Sport Body Wash,personal care,2024-01-15,0,0,1,18,0,5.0,2.61,70,0.7,42,109.62,36.96,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,0.8799999999999999,0,0
12256,20636,Pure Sport Body Wash,personal care,2024-01-16,1,0,1,17,0,0.0,2.75,54,0.54,46,126.5,46.92,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12257,20636,Pure Sport Body Wash,personal care,2024-01-17,2,0,1,18,0,0.0,2.75,23,0.23,23,63.25,23.46,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12258,20636,Pure Sport Body Wash,personal care,2024-01-18,3,0,1,9,0,0.0,2.75,60,0.6,40,110.0,40.8,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12259,20636,Pure Sport Body Wash,personal care,2024-01-19,4,0,1,20,0,0.0,2.75,34,0.34,34,93.5,34.68,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12260,20636,Pure Sport Body Wash,personal care,2024-01-20,5,1,1,20,0,10.0,2.48,31,0.31,31,76.88,23.25,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,0.75,0,0
12261,20636,Pure Sport Body Wash,personal care,2024-01-21,6,1,1,18,0,0.0,2.75,62,0.62,62,170.5,63.24,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12262,20636,Pure Sport Body Wash,personal care,2024-01-22,0,0,1,19,0,20.0,2.2,11,0.11,11,24.2,5.17,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,0.4700000000000002,1,0
12263,20636,Pure Sport Body Wash,personal care,2024-01-23,1,0,1,9,0,0.0,2.75,78,0.78,36,99.0,36.72,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12264,20636,Pure Sport Body Wash,personal care,2024-01-24,2,0,1,17,0,0.0,2.75,43,0.43,43,118.25,43.86,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12265,20636,Pure Sport Body Wash,personal care,2024-01-25,3,0,1,17,0,0.0,2.75,64,0.64,36,99.0,36.72,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12266,20636,Pure Sport Body Wash,personal care,2024-01-26,4,0,1,9,0,0.0,2.75,70,0.7,37,101.75,37.74,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12267,20636,Pure Sport Body Wash,personal care,2024-01-27,5,1,1,20,0,0.0,2.75,59,0.59,48,132.0,48.96,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12268,20636,Pure Sport Body Wash,personal care,2024-01-28,6,1,1,18,0,0.0,2.75,53,0.53,53,145.75,54.06,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12269,20636,Pure Sport Body Wash,personal care,2024-01-29,0,0,1,8,0,5.0,2.61,46,0.46,46,120.06,40.48,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,0.8799999999999999,0,0
12270,20636,Pure Sport Body Wash,personal care,2024-01-30,1,0,1,9,0,0.0,2.75,37,0.37,37,101.75,37.74,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12271,20636,Pure Sport Body Wash,personal care,2024-01-31,2,0,1,18,0,0.0,2.75,69,0.69,45,123.75,45.9,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12272,20636,Pure Sport Body Wash,personal care,2024-02-01,3,0,2,18,0,0.0,2.75,66,0.66,37,101.75,37.74,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12273,20636,Pure Sport Body Wash,personal care,2024-02-02,4,0,2,19,0,0.0,2.75,44,0.44,44,121.0,44.88,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12274,20636,Pure Sport Body Wash,personal care,2024-02-03,5,1,2,18,0,0.0,2.75,52,0.52,52,143.0,53.04,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12275,20636,Pure Sport Body Wash,personal care,2024-02-04,6,1,2,17,0,0.0,2.75,23,0.23,23,63.25,23.46,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12276,20636,Pure Sport Body Wash,personal care,2024-02-05,0,0,2,18,0,5.0,2.61,49,0.49,40,104.4,35.2,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,0.8799999999999999,0,0
12277,20636,Pure Sport Body Wash,personal care,2024-02-06,1,0,2,17,0,0.0,2.75,51,0.51,36,99.0,36.72,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12278,20636,Pure Sport Body Wash,personal care,2024-02-07,2,0,2,19,0,0.0,2.75,76,0.76,46,126.5,46.92,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12279,20636,Pure Sport Body Wash,personal care,2024-02-08,3,0,2,18,0,0.0,2.75,76,0.76,37,101.75,37.74,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12280,20636,Pure Sport Body Wash,personal care,2024-02-09,4,0,2,8,0,0.0,2.75,46,0.46,35,96.25,35.7,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12281,20636,Pure Sport Body Wash,personal care,2024-02-10,5,1,2,18,0,0.0,2.75,38,0.38,38,104.5,38.76,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12282,20636,Pure Sport Body Wash,personal care,2024-02-11,6,1,2,19,0,0.0,2.75,48,0.48,48,132.0,48.96,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12283,20636,Pure Sport Body Wash,personal care,2024-02-12,0,0,2,20,0,20.0,2.2,57,0.57,57,125.4,26.79,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,0.4700000000000002,0,0
12284,20636,Pure Sport Body Wash,personal care,2024-02-13,1,0,2,19,0,0.0,2.75,79,0.79,45,123.75,45.9,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12285,20636,Pure Sport Body Wash,personal care,2024-02-14,2,0,2,19,0,0.0,2.75,79,0.79,50,137.5,51.0,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12286,20636,Pure Sport Body Wash,personal care,2024-02-15,3,0,2,20,0,0.0,2.75,65,0.65,39,107.25,39.78,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12287,20636,Pure Sport Body Wash,personal care,2024-02-16,4,0,2,17,0,0.0,2.75,68,0.68,49,134.75,49.98,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12288,20636,Pure Sport Body Wash,personal care,2024-02-17,5,1,2,19,0,0.0,2.75,103,1.0,61,167.75,62.22,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12289,20636,Pure Sport Body Wash,personal care,2024-02-18,6,1,2,17,0,0.0,2.75,42,0.42,42,115.5,42.84,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12290,20636,Pure Sport Body Wash,personal care,2024-02-19,0,0,2,18,0,5.0,2.61,88,0.88,52,135.72,45.76,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,0.8799999999999999,0,0
12291,20636,Pure Sport Body Wash,personal care,2024-02-20,1,0,2,9,0,0.0,2.75,72,0.72,38,104.5,38.76,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12292,20636,Pure Sport Body Wash,personal care,2024-02-21,2,0,2,20,0,0.0,2.75,61,0.61,41,112.75,41.82,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12293,20636,Pure Sport Body Wash,personal care,2024-02-22,3,0,2,18,0,0.0,2.75,63,0.63,48,132.0,48.96,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12294,20636,Pure Sport Body Wash,personal care,2024-02-23,4,0,2,18,0,0.0,2.75,45,0.45,45,123.75,45.9,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12295,20636,Pure Sport Body Wash,personal care,2024-02-24,5,1,2,17,0,5.0,2.61,54,0.54,54,140.94,47.52,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,0.8799999999999999,0,0
12296,20636,Pure Sport Body Wash,personal care,2024-02-25,6,1,2,18,0,0.0,2.75,68,0.68,68,187.0,69.36,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12297,20636,Pure Sport Body Wash,personal care,2024-02-26,0,0,2,19,0,0.0,2.75,72,0.72,39,107.25,39.78,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12298,20636,Pure Sport Body Wash,personal care,2024-02-27,1,0,2,18,0,0.0,2.75,45,0.45,37,101.75,37.74,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12299,20636,Pure Sport Body Wash,personal care,2024-02-28,2,0,2,10,0,0.0,2.75,54,0.54,46,126.5,46.92,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12300,20636,Pure Sport Body Wash,personal care,2024-02-29,3,0,2,20,0,0.0,2.75,79,0.79,38,104.5,38.76,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12301,20636,Pure Sport Body Wash,personal care,2024-03-01,4,0,3,19,0,0.0,2.75,18,0.18,18,49.5,18.36,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,1,0
12302,20636,Pure Sport Body Wash,personal care,2024-03-02,5,1,3,19,0,0.0,2.75,57,0.57,54,148.5,55.08,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12303,20636,Pure Sport Body Wash,personal care,2024-03-03,6,1,3,18,0,0.0,2.75,77,0.77,55,151.25,56.1,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12304,20636,Pure Sport Body Wash,personal care,2024-03-04,0,0,3,9,0,0.0,2.75,41,0.41,41,112.75,41.82,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12305,20636,Pure Sport Body Wash,personal care,2024-03-05,1,0,3,19,0,0.0,2.75,80,0.8,49,134.75,49.98,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12306,20636,Pure Sport Body Wash,personal care,2024-03-06,2,0,3,10,0,0.0,2.75,48,0.48,41,112.75,41.82,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12307,20636,Pure Sport Body Wash,personal care,2024-03-07,3,0,3,19,0,0.0,2.75,32,0.32,32,88.0,32.64,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12308,20636,Pure Sport Body Wash,personal care,2024-03-08,4,0,3,17,0,0.0,2.75,65,0.65,42,115.5,42.84,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12309,20636,Pure Sport Body Wash,personal care,2024-03-09,5,1,3,8,0,0.0,2.75,51,0.51,51,140.25,52.02,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12310,20636,Pure Sport Body Wash,personal care,2024-03-10,6,1,3,20,0,0.0,2.75,49,0.49,49,134.75,49.98,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12311,20636,Pure Sport Body Wash,personal care,2024-03-11,0,0,3,17,0,0.0,2.75,40,0.4,40,110.0,40.8,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12312,20636,Pure Sport Body Wash,personal care,2024-03-12,1,0,3,19,0,0.0,2.75,82,0.82,52,143.0,53.04,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12313,20636,Pure Sport Body Wash,personal care,2024-03-13,2,0,3,19,0,0.0,2.75,29,0.29,29,79.75,29.58,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12314,20636,Pure Sport Body Wash,personal care,2024-03-14,3,0,3,20,0,0.0,2.75,49,0.49,48,132.0,48.96,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12315,20636,Pure Sport Body Wash,personal care,2024-03-15,4,0,3,19,0,0.0,2.75,33,0.33,33,90.75,33.66,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12316,20636,Pure Sport Body Wash,personal care,2024-03-16,5,1,3,9,0,0.0,2.75,42,0.42,42,115.5,42.84,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12317,20636,Pure Sport Body Wash,personal care,2024-03-17,6,1,3,18,0,0.0,2.75,61,0.61,56,154.0,57.12,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12318,20636,Pure Sport Body Wash,personal care,2024-03-18,0,0,3,17,0,20.0,2.2,29,0.29,29,63.8,13.63,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,0.4700000000000002,0,0
12319,20636,Pure Sport Body Wash,personal care,2024-03-19,1,0,3,8,0,0.0,2.75,2,0.02,2,5.5,2.04,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,1,0
12320,20636,Pure Sport Body Wash,personal care,2024-03-20,2,0,3,17,0,0.0,2.75,63,0.63,51,140.25,52.02,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12321,20636,Pure Sport Body Wash,personal care,2024-03-21,3,0,3,10,0,0.0,2.75,62,0.62,40,110.0,40.8,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12322,20636,Pure Sport Body Wash,personal care,2024-03-22,4,0,3,17,0,0.0,2.75,57,0.57,51,140.25,52.02,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12323,20636,Pure Sport Body Wash,personal care,2024-03-23,5,1,3,9,0,0.0,2.75,31,0.31,31,85.25,31.62,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12324,20636,Pure Sport Body Wash,personal care,2024-03-24,6,1,3,17,0,0.0,2.75,34,0.34,34,93.5,34.68,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12325,20636,Pure Sport Body Wash,personal care,2024-03-25,0,0,3,9,0,0.0,2.75,55,0.55,35,96.25,35.7,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12326,20636,Pure Sport Body Wash,personal care,2024-03-26,1,0,3,18,0,0.0,2.75,46,0.46,41,112.75,41.82,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12327,20636,Pure Sport Body Wash,personal care,2024-03-27,2,0,3,18,0,0.0,2.75,36,0.36,36,99.0,36.72,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12328,20636,Pure Sport Body Wash,personal care,2024-03-28,3,0,3,17,0,0.0,2.75,65,0.65,42,115.5,42.84,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12329,20636,Pure Sport Body Wash,personal care,2024-03-29,4,0,3,10,0,0.0,2.75,41,0.41,41,112.75,41.82,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12330,20636,Pure Sport Body Wash,personal care,2024-03-30,5,1,3,19,0,0.0,2.75,67,0.67,51,140.25,52.02,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12331,20636,Pure Sport Body Wash,personal care,2024-03-31,6,1,3,17,0,0.0,2.75,75,0.75,57,156.75,58.14,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12332,20636,Pure Sport Body Wash,personal care,2024-04-01,0,0,4,19,0,0.0,2.75,44,0.44,44,121.0,44.88,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
12333,20636,Pure Sport Body Wash,personal care,2024-04-02,1,0,4,19,0,0.0,2.75,70,0.7,45,123.75,45.9,1,body lotions soap,2.75,1.73,37.1,180,0,2024-01-01,0.0,1.02,0,0
